,Unnamed: 0,Date,Open,High,Low,Close,Volume,Name,Acc/Dist_ROC_1,ADX_14_50,ATR_14,BollingerB_5,Bollinger%b_5,BollingerB_20,Bollinger%b_20,Copp_10,Chaikin,EMA_5,EMA_20,Force_2,KST_10_10_10_15_10_15_20_30,MA_5,MA_20,MACD_12_26,MACDsign_12_26,MACDdiff_12_26,MFI_14,Momentum_1,Mass Index,OBV_5,OBV_20,PP,R1,R2,R3,S1,S2,S3,ROC_5,ROC_20,RSI_6,RSI_12,STD_5,STD_20,SO%d_5,SO%d_20,SO%k,Trix_5,Trix_20,TSI_25_13,Target
0,0,2012-08-13,64.2,64.28,63.31,64.07,641520,GPC,0.0,,,,,,,,,,,,,,,,,,,,,,,63.88666666666666,64.46333333333332,64.85666666666665,65.43333333333332,63.49333333333333,62.91666666666666,62.52333333333333,,,,,,,,,0.7835051546391668,0.0,0.0,,0.5
1,1,2012-08-14,64.53,64.84,63.18,63.36,722195,GPC,-0.0,,,,,,,,,,,,,,,,,,,-0.7099999999999937,,,,63.79333333333333,64.40666666666667,65.45333333333332,66.06666666666666,62.74666666666666,62.13333333333333,61.08666666666665,,,,,,,,,0.10843373493975862,,,,0.4983249581239531
2,2,2012-08-15,63.14,63.5,63.14,63.45,422460,GPC,0.0,,,,,,,,,,,135817.1999999979,,,,,,,,0.09000000000000341,,,,63.36333333333334,63.58666666666667,63.723333333333336,63.94666666666667,63.22666666666667,63.00333333333334,62.86666666666667,,,,,,,,,0.8611111111111188,,,,0.4966499162479062
3,3,2012-08-16,63.4,64.22,63.1,64.02,426266,GPC,0.0,,,,,,,,,63.746461538461524,,-195313.139999999,,,,,,,,0.5699999999999932,,,,63.78,64.45999999999998,64.9,65.57999999999998,63.33999999999999,62.66,62.21999999999999,,,,,,,0.6961202689994141,,0.8214285714285685,,,,0.4949748743718593
4,4,2012-08-17,64.19,64.95,63.74,64.89,746678,GPC,0.0,,,0.03830709055235936,0.8804011922119589,,,,,64.18545023696682,,466873.9199999993,,63.95799999999999,,,,,,0.8700000000000045,,174641.8,,64.52666666666666,65.3133333333333,65.73666666666665,66.52333333333331,64.10333333333331,63.31666666666666,62.89333333333331,0.012798501638832643,,0.986105321661804,,0.6125112243869498,,0.7937398390725301,,0.950413223140494,,,,0.4932998324958124
5,5,2012-08-20,64.81,64.81,64.0,64.46,518219,GPC,0.0,,,0.040838360234975175,0.6621337265848988,,,,,64.28577443609022,,40459.31999999979,,64.03599999999999,,,,,,-0.4300000000000068,,70998.0,,64.42333333333333,64.84666666666666,65.23333333333335,65.65666666666667,64.03666666666666,63.61333333333333,63.22666666666666,0.017361111111111018,,0.986105321661804,,0.6537813090017175,,0.7112153565242187,,0.5679012345678919,,,,0.4916247906197655
6,6,2012-08-21,64.61,64.61,63.92,64.12,668808,GPC,-0.0,,,0.03333053658441116,0.4682156917898114,,,,,64.22708110733366,,59959.89999999969,,64.18799999999999,,,,,,-0.3399999999999892,,81675.4,,64.21666666666667,64.51333333333334,64.90666666666665,65.20333333333333,63.82333333333334,63.52666666666667,63.13333333333334,0.01055949566587867,,0.8909874305112687,,0.5348551205700458,,0.5620304866456055,,0.2898550724637732,,,,0.4899497487437186
7,7,2012-08-22,64.11,64.23,63.71,63.83,492686,GPC,-0.0,,,0.026018123800067176,0.24043507868455805,,,,,64.08934655035685,,16085.789999999883,,64.26399999999998,,,,,,-0.29000000000000625,,-101353.8,,63.92333333333333,64.13666666666666,64.44333333333333,64.65666666666665,63.61666666666665,63.40333333333332,63.09666666666664,-0.002967822555451386,,0.6578059516006096,,0.4180071769718791,,0.4471267013003802,,0.23076923076922445,,,,0.4882747068676717
8,8,2012-08-23,63.84,64.02,63.51,63.67,485969,GPC,-0.0,,,0.03064858412230241,0.2336661096202805,,,,-135590.06337791422,63.94583120338011,,82277.55000000053,,64.19399999999999,,,,,,-0.1599999999999966,,-283800.8,,63.73333333333333,63.95666666666666,64.24333333333334,64.46666666666665,63.44666666666666,63.22333333333333,62.93666666666666,-0.0188010479272615,,0.4876435239950564,,0.4918638022867701,,0.4014720486450536,,0.3137254901960869,,,,0.48659966499162477
9,9,2012-08-24,63.6,64.26,63.39,63.71,470720,GPC,-0.0,,,0.02072082051034164,0.3128672251789586,,,,-96283.69482533318,63.86583352003448,,2635.9199999999437,,63.95799999999999,,,,,,0.03999999999999915,,-338992.4,,63.78666666666667,64.18333333333334,64.65666666666668,65.05333333333334,63.31333333333333,62.91666666666666,62.44333333333333,-0.011635122556624154,,0.6428539789696847,,0.33131555955010755,,0.3900554145123593,,0.3678160919540214,,,,0.4849246231155779
10,10,2012-08-27,63.86,63.97,63.33,63.39,680962,GPC,-0.0,,,0.016623687295020194,0.16593068331565866,,,,-198021.79048481668,63.7053671922741,,-54598.04000000021,,63.74399999999999,,,,,,-0.3200000000000003,,-371541.0,,63.56333333333333,63.79666666666667,64.20333333333333,64.43666666666667,63.15666666666666,62.92333333333333,62.51666666666666,-0.011384903306300749,,0.5812280663546547,0.6819994048804505,0.2649150807334418,,0.29013172322034675,,0.09375000000000347,-0.0010208907631657908,,,0.483249581239531
11,11,2012-08-28,63.4,63.89,63.26,63.51,435146,GPC,-0.0,,,0.010875105245577834,0.3381259484780191,,,,-80829.86753854775,63.63973897543355,,7114.800000000101,,63.62199999999999,,,,,,0.11999999999999746,,-150750.2,,63.55333333333334,63.84666666666667,64.18333333333334,64.47666666666667,63.21666666666667,62.92333333333333,62.58666666666666,-0.00501331662227793,,0.5025419401879615,0.638051565679686,0.1729739864835382,,0.32597251852155096,,0.3968253968253952,-0.0011014647708721757,,,0.4815745393634841
