,Unnamed: 0,Date,Open,High,Low,Close,Volume,Name,Acc/Dist_ROC_1,ADX_14_50,ATR_14,BollingerB_5,Bollinger%b_5,BollingerB_20,Bollinger%b_20,Copp_10,Chaikin,EMA_5,EMA_20,Force_2,KST_10_10_10_15_10_15_20_30,MA_5,MA_20,MACD_12_26,MACDsign_12_26,MACDdiff_12_26,MFI_14,Momentum_1,Mass Index,OBV_5,OBV_20,PP,R1,R2,R3,S1,S2,S3,ROC_5,ROC_20,RSI_6,RSI_12,STD_5,STD_20,SO%d_5,SO%d_20,SO%k,Trix_5,Trix_20,TSI_25_13,Target
0,0,2012-08-13,95.08,95.63,94.84,95.63,830443,COST,0.0,,,,,,,,,,,,,,,,,,,,,,,95.36666666666667,95.89333333333336,96.15666666666668,96.68333333333334,95.10333333333335,94.57666666666668,94.31333333333336,,,,,,,,,1.0,0.0,0.0,,0.5
1,1,2012-08-14,96.0,96.0,95.37,95.67,1187400,COST,-0.0,,,,,,,,,,,,,,,,,,,0.04000000000000625,,,,95.68,95.99,96.31,96.62,95.36,95.05,94.73000000000002,,,,,,,,,0.4761904761904751,,,,0.4978768577494692
2,2,2012-08-15,95.84,96.89,95.51,96.47,1082284,COST,0.0,,,,,,,,,,,211546.44000000085,,,,,,,,0.7999999999999972,,,,96.29,97.07,97.67,98.45,95.69,94.91,94.31000000000002,,,,,,,,,0.6956521739130412,,,,0.49575371549893843
3,3,2012-08-16,96.23,96.61,95.7,96.48,1638043,COST,0.0,,,,,,,,,96.22307692307692,,365020.830000001,,,,,,,,0.010000000000005116,,,,96.26333333333334,96.82666666666668,97.17333333333332,97.73666666666666,95.91666666666669,95.35333333333334,95.00666666666667,,,,,,,0.7596751075011956,,0.8571428571428616,,,,0.49363057324840764
4,4,2012-08-17,96.79,96.84,95.86,96.14,1520576,COST,-0.0,,,0.017244742464255402,0.5374206237693803,,,,,96.1911848341232,,-144636.35999999926,,96.07799999999999,,,,,,-0.3400000000000034,,477430.2,,96.28,96.69999999999996,97.26,97.67999999999998,95.71999999999996,95.29999999999998,94.73999999999997,0.005333054480811515,,1.0,,0.4142100916201827,,0.5777280621706757,,0.2857142857142857,,,,0.49150743099787686
5,5,2012-08-20,96.0,96.12,95.64,96.02,684339,COST,0.0,,,0.014084218329010648,0.39957779089263934,,,,,96.12863157894738,,438703.8400000076,,96.156,,,,,,-0.12000000000000455,,340562.4,,95.92666666666666,96.21333333333332,96.40666666666668,96.69333333333331,95.73333333333332,95.44666666666666,95.25333333333332,0.003658409114664935,,0.7266889846688802,,0.3385705244110869,,0.6559041236631898,,0.7916666666666506,,,,0.4893842887473461
6,6,2012-08-21,95.95,96.13,95.16,95.29,1256440,COST,-0.0,,,0.020218314007640344,0.09332342278336417,,,,,95.83170956775135,,224515.59999999852,,96.07999999999998,,,,,,-0.7299999999999898,,-148205.6,,95.52666666666666,95.89333333333332,96.49666666666664,96.86333333333332,94.92333333333332,94.55666666666666,93.95333333333332,-0.012231781901109077,,0.3960501299722352,,0.485643902463521,,0.4711284678969816,,0.13402061855671116,,,,0.4872611464968153
7,7,2012-08-22,95.33,95.98,95.05,95.53,842224,COST,0.0,,,0.01997336461273773,0.3109942730299116,,,,,95.72705630452023,,-77363.6499999992,,95.89199999999998,,,,,,0.2399999999999949,,-196217.6,,95.52,95.99,96.45,96.92,95.06,94.59,94.12999999999998,-0.009846600331674988,,0.3456003812788324,,0.4788214698611616,,0.4867377040996286,,0.5161290322580651,,,,0.4851380042462845
8,8,2012-08-23,95.18,95.49,94.69,94.74,1155674,COST,-0.0,,,0.02380194257882316,0.1464586415617818,,,,-376502.8112326041,95.38925043033751,,55421.300000001145,,95.54399999999998,,,,,,-0.7900000000000063,,-754961.0,,94.97333333333334,95.25666666666667,95.77333333333334,96.05666666666669,94.45666666666668,94.17333333333336,93.6566666666667,-0.0145620969419597,,0.21823135150519932,,0.5685332004377699,,0.34154842985218803,,0.062499999999996676,,,,0.4830148619957537
9,9,2012-08-24,94.68,96.41,94.39,96.25,1257400,COST,0.0,,,0.02505871281003568,0.7856234984355762,,,,180505.76553696374,95.68123033175355,,298926.7199999995,,95.566,,,,,,1.5100000000000051,,-199365.8,,95.68333333333334,96.97666666666667,97.70333333333332,98.99666666666668,94.95666666666668,93.66333333333334,92.93666666666668,0.002395334305353093,,0.6628228374354124,,0.5986902371009674,,0.5380370597577273,,0.9207920792079224,,,,0.48089171974522293
