,Unnamed: 0,Date,Open,High,Low,Close,Volume,Name,ADX_14_50,ATR_14,BollingerB_5,Bollinger%b_5,BollingerB_20,Bollinger%b_20,Copp_10,Chaikin,EMA_5,EMA_20,Force_2,KST_10_10_10_15_10_15_20_30,MA_5,MA_20,MACD_12_26,MACDsign_12_26,MACDdiff_12_26,MFI_14,Momentum_1,Mass Index,OBV_5,OBV_20,PP,R1,R2,R3,S1,S2,S3,ROC_5,ROC_20,RSI_6,RSI_12,STD_5,STD_20,SO%d_5,SO%d_20,SO%k,Trix_5,Trix_20,TSI_25_13
61,61,2012-11-09,51.91,52.34,51.84,51.94,2813504,CL,0.29326850710838537,0.7108370802628167,0.02883727772202727,0.20870507226713808,0.07795811282340076,0.1800885576852757,-0.0578449238987929,-778375.9449432957,52.271280073241,52.9306696984279,5244.4799999999905,-1.5149496277738643,52.38000000000004,53.26849999999998,-0.3845327956314506,-0.23407626688936106,-0.15045652874208953,0.35714285714285715,-0.10000000000000142,25.35728090804365,-719498.0,-126493.0,52.04,52.24,52.53999999999999,52.74,51.74,51.54,51.24,-0.012922843025465598,-0.03850425768233997,0.21805355152403932,0.29637947819014193,0.37762415176994735,1.0381779332333303,0.31054400988220315,0.4366484095030313,0.19999999999998866,-0.001986653244355403,-0.0002179273007765132,-0.1543099835646403
62,62,2012-11-12,52.0,52.44,51.76,52.16,1891894,CL,0.2862106096118172,0.7067249698181931,0.027552526629760668,0.4111522348185237,0.07902519833411853,0.2583411240586647,-0.05348755195618704,-76091.77766493137,52.234186715493706,52.85713826626096,-117931.43999999748,-1.6891410351555425,52.288000000000025,53.17549999999998,-0.3950123784721242,-0.26626883811427976,-0.12874354035784447,0.42857142857142855,0.21999999999999886,25.358176864939338,-728254.0,-180327.8,52.12,52.48,52.8,53.16,51.8,51.44,51.12,-0.012495266944339336,-0.03299962921764926,0.3358995222662351,0.3396707781287601,0.3601666281042317,1.0505511085039794,0.4031077712947631,0.4511116753433441,0.5882352941176452,-0.001926437897850341,-0.00029176552969126035,-0.1604637273839808
63,63,2012-11-13,51.97,52.7,51.9,52.14,3009310,CL,0.2856846700351586,0.7191629505469636,0.01559082797639802,0.4852415381057421,0.07977174805635298,0.2767268436089623,-0.04688563589626182,-271108.06665798964,52.2027911436623,52.78872631892558,39161.200000000565,-1.9308854621807867,52.15200000000003,53.08549999999998,-0.4003003413034776,-0.2930787023943357,-0.10722163890914184,0.5,-0.019999999999996017,25.440316945015212,-1925758.4,-202060.0,52.24666666666667,52.59333333333334,53.04666666666667,53.39333333333335,51.79333333333334,51.44666666666666,50.99333333333333,-0.006478658536585296,-0.03853955375253544,0.5711549009642779,0.4446600779430539,0.20327321515627747,1.0586807828613811,0.3687385141963243,0.4366962627768812,0.3000000000000009,-0.0017534047267501766,-0.0003603696828222274,-0.1659771752135269
64,64,2012-11-14,52.24,52.48,51.58,51.76,3215444,CL,0.2851853629421446,0.7432767583019354,0.012619070482683887,0.1221197780907976,0.08022395326724642,0.21709799110406108,-0.046042411992116096,-557095.3246006027,52.055194095774354,52.690605663442966,-529419.9999999981,-2.3647551162503433,52.00800000000002,52.96199999999998,-0.4300006092202153,-0.3204659960761109,-0.1095346131441044,0.5,-0.38000000000000256,25.58909745722827,-2004204.0,-504343.5,51.94,52.3,52.83999999999999,53.2,51.4,51.04,50.5,-0.005380476556495026,-0.04677716390423572,0.3546677469895335,0.3611405430910129,0.164073154415856,1.062205253234976,0.3124923427973481,0.414120003156916,0.2,-0.001794793841951121,-0.0004296027534177502,-0.1807618790447242
65,65,2012-11-15,51.67,52.08,51.62,51.88,2772698,CL,0.2751739884629146,0.7055035355754447,0.013213591523055844,0.3602192063087108,0.07867804033569685,0.26884737723214625,-0.042771578417040726,105484.2059702992,51.99679606384942,52.6133005383216,61519.11999999952,-2.6967197125146543,51.97600000000002,52.840999999999994,-0.4388460668676189,-0.34414402453830484,-0.09470204232931402,0.42857142857142855,0.12000000000000455,25.59476957304381,-874733.2,-486383.4,51.85999999999999,52.09999999999999,52.32,52.55999999999999,51.63999999999999,51.39999999999999,51.17999999999999,-0.0011551790527530837,-0.061505065123010114,0.3546677469895335,0.36114054309101307,0.1716974082505877,1.0393565823446391,0.3967340256332191,0.4285297254460951,0.5652173913043579,-0.0017390319660518306,-0.0004949866252464595,-0.18809912385243333
66,66,2012-11-16,51.94,52.62,51.9,52.58,4087296,CL,0.2790099740591851,0.7101033795448032,0.024262089083525413,0.8765370315963986,0.06579386692872985,0.4636650074636184,-0.03240792432025804,1407879.5301994518,52.191197375899925,52.61012517167965,714918.6400000001,-2.7933083482082166,52.10400000000002,52.70599999999998,-0.38522894588548695,-0.35236156806477353,-0.03286737782071342,0.5,0.6999999999999957,25.639959049747734,505426.8,-522611.9,52.36666666666667,52.83333333333334,53.08666666666666,53.55333333333334,52.11333333333334,51.64666666666667,51.39333333333334,0.008052147239263837,-0.04935816308081728,0.7136508379845621,0.5571764894283079,0.3160379724020021,0.8669328875864085,0.5793041652372519,0.4777246775809994,0.9444444444444456,-0.0011096195928362927,-0.0005434507885049269,-0.1665144520662431
67,67,2012-11-19,52.96,53.46,52.9,53.46,3025614,CL,0.2836152135813928,0.7327576084164887,0.05260712677517245,0.8978626374128921,0.04901196108045471,0.8282673499683075,-0.020217688681445047,1619380.9646045445,52.61413158393373,52.69115537020976,399607.2799999996,-2.7610353582694,52.36400000000001,52.61349999999999,-0.2689791508754737,-0.3356841766233561,0.0667050257478824,0.5714285714285714,0.8800000000000026,25.69576550917624,732170.8,-496640.8,53.27333333333333,53.64666666666667,53.83333333333334,54.20666666666667,53.08666666666666,52.71333333333333,52.526666666666664,0.025316455696202538,-0.007610915166140647,0.8705149854193007,0.7168853289741621,0.6886798966137826,0.6446727035766259,0.7195361101583169,0.5275203317794327,1.0,0.0001926477617899673,-0.0005629277518535439,-0.1163830352553503
68,68,2012-11-20,53.3,53.54,53.0,53.46,2351058,CL,0.2879959583174695,0.7070552703295413,0.06244091725815375,0.7531845416642504,0.0462491500583193,0.8564407896246043,-0.01255272379254673,1122407.9438605444,52.89608772262269,52.76445211151963,-1527889.4400000044,-2.575195097700977,52.62800000000001,52.593,-0.1748383659964574,-0.3035136132723198,0.12867524727586238,0.5714285714285714,0.0,25.661681518275522,1334032.8,-258722.3,53.33333333333334,53.66666666666667,53.87333333333334,54.20666666666667,53.12666666666667,52.79333333333334,52.58666666666667,0.032843894899536374,-0.007057949479940612,0.8793289179279138,0.7279296950913495,0.821535148365529,0.6080953872542967,0.7636413573895273,0.5584400294716315,0.8518518518518547,0.0013494321017588301,-0.000560332122499652,-0.07750406144459814
69,69,2012-11-21,53.42,53.52,53.04,53.4,2120120,CL,0.2979216204034802,0.6767798830339598,0.05346854328652522,0.6568084436563187,0.04315609353108093,0.8653980006468621,-0.003895594252134872,627940.244337473,53.064058481748546,52.82503540485896,54329.64000000206,-2.402242502684284,52.956,52.57100000000001,-0.103857728653729,-0.2635810449016761,0.1597233162479471,0.5,-0.060000000000002274,25.61678131272921,1553097.6,-255720.7,53.32,53.6,53.8,54.08000000000001,53.12,52.84,52.63999999999999,0.02929838087895135,0.0026286143447240068,0.8793289179279138,0.7279296950913495,0.7078700445703073,0.5671897482556141,0.7590942382596803,0.5767003904876089,0.7499999999999926,0.002067692842092933,-0.0005422482422155968,-0.04841154925323029
70,70,2012-11-23,53.26,54.0,53.24,54.0,1423502,CL,0.30779604995972104,0.6878763278519303,0.03816510027200013,0.8043313638594223,0.04825340455412537,1.0483520646697313,0.008429005281899727,484213.11520781455,53.37603898783245,52.93702865511549,-500880.23999999923,-1.967105436632394,53.38000000000001,52.608,0.0006101013729420401,-0.21074134269083328,0.21135144406377526,0.5,0.6000000000000014,25.666805826057697,1283258.4,-50635.2,53.74666666666667,54.25333333333334,54.50666666666667,55.01333333333334,53.49333333333334,52.98666666666667,52.73333333333334,0.0270064663370103,0.013513513513513492,0.9329788658796344,0.7949598142107543,0.5093132631298418,0.6346287766958569,0.8393961588398121,0.6170477331204518,1.0,0.002814058699602441,-0.0005027724209294597,-0.004852731792748095
