,Unnamed: 0,Unnamed: 0.1,Date,Open,High,Low,Close,Volume,Name,ADX_14_50,ATR_14,BollingerB_5,Bollinger%b_5,BollingerB_20,Bollinger%b_20,Copp_10,Chaikin,EMA_5,EMA_20,Force_2,KST_10_10_10_15_10_15_20_30,MA_5,MA_20,MACD_12_26,MACDsign_12_26,MACDdiff_12_26,MFI_14,Momentum_1,Mass Index,OBV_5,OBV_20,PP,R1,R2,R3,S1,S2,S3,ROC_5,ROC_20,RSI_6,RSI_12,STD_5,STD_20,SO%d_5,SO%d_20,SO%k,Trix_5,Trix_20,TSI_25_13,Target
61,61,61,2012-11-09,70.76,73.3,70.6,73.25,10270019,BA,0.2662839124226351,1.6501590346570574,0.07210072198956906,0.8685364052435034,0.07742989916431837,0.722027658137133,-0.03115311029624055,3758391.096928946,71.65931990093229,71.51751095637485,11286268.420000002,0.8828794943260679,71.354,72.01199999999997,0.023660273722640568,0.0513486080873035,-0.02768833436466293,0.42857142857142855,2.269999999999996,26.374700321745877,3943145.2,294429.65,72.38333333333333,74.16666666666666,75.08333333333334,76.86666666666666,71.46666666666665,69.68333333333332,68.76666666666665,0.04033517966197988,0.034166313708880444,0.7870108287714258,0.7039334309710329,1.2861687292109276,1.3939704746552233,0.7288668230098307,0.5530438540694752,0.9814814814814824,-0.0003673905572365916,0.00031038787180326263,0.001666600978128037,0.0378787878787879
62,62,62,2012-11-12,73.41,74.18,73.28,73.69,6497530,BA,0.27045280017212536,1.554126159204381,0.08346513609883413,0.7795190199535175,0.07832588644903538,0.7716042929657947,-0.020048887841239624,981379.4385675244,72.33621326729366,71.7247933123188,-2349775.9599999944,1.0926032808860762,72.00999999999998,72.15499999999999,0.19395060541856424,0.07987374710522642,0.11407685831333784,0.42857142857142855,0.4399999999999977,26.527489642704296,4476055.2,460146.3,73.71666666666667,74.15333333333334,74.61666666666667,75.05333333333334,73.25333333333333,72.81666666666666,72.35333333333331,0.02318800333240769,0.02560890744606825,0.8373482541889025,0.7481667227879437,1.5025811126192614,1.412901084182537,0.6377630671910026,0.5437422632272899,0.4555555555555489,0.0014717210892578848,0.0003147671346216147,0.0386677648274964,0.03030303030303028
63,63,63,2012-11-13,73.02,74.25,72.84,73.36,7294774,BA,0.25934939726337203,1.5349073137405775,0.08963965836923328,0.6670017189429663,0.07951778479789096,0.6966533463922683,-0.009302037734992248,-669191.3001115988,72.67747551153093,71.88078509111952,-327276.94999999827,1.2455996624564964,72.27799999999998,72.23049999999998,0.2989965695286543,0.12370413764812956,0.17529243188052476,0.42857142857142855,-0.3299999999999983,26.60978744957445,2032343.0,-121889.65,73.48333333333333,74.12666666666667,74.89333333333335,75.53666666666666,72.71666666666667,72.07333333333334,71.30666666666667,0.04635572671516189,0.01536332179930795,0.7184846230380189,0.6874739720191415,1.6197438069028607,1.4359023387110152,0.548106820207231,0.5270529724522598,0.3687943262411328,0.002653639346275759,0.0003364787065071266,0.06015809534515885,0.02272727272727271
64,64,64,2012-11-14,73.34,73.65,71.12,71.29,6064152,BA,0.24908432362291785,1.6675984509130517,0.07027292378676872,0.2598008134339182,0.08041730634954226,0.34624587243725097,-0.008967590300676299,-2344716.073984201,72.21498367435231,71.82443558462438,1040107.1999999965,1.1120285979343318,72.514,72.18249999999998,0.2137828861589668,0.1417218033171471,0.0720610828418197,0.42857142857142855,-2.069999999999993,26.83624871882658,2154645.8,-618005.3,72.02,72.91999999999999,74.55000000000003,75.44999999999997,70.38999999999999,69.49,67.85999999999999,0.004367427444350553,-0.029804028307022286,0.4043547538058741,0.5000647012217843,1.2739426988684368,1.4511805538939582,0.3878024387673562,0.483191262317674,0.0671936758893287,0.0021595188581655235,0.00034286656950770634,0.04098228436179535,0.015151515151515138
65,65,65,2012-11-15,71.22,71.99,70.78,71.04,3928498,BA,0.2428413921503805,1.6065804969190547,0.06927377325785633,0.2042285570983943,0.079870215070633,0.3226909577337094,-0.007965736110577635,-1859597.039107395,71.82332244956727,71.7496262244708,7809760.319999978,0.9981649726567218,72.52600000000002,72.06049999999998,0.12475912654478805,0.13832897933313132,-0.013569852788343271,0.35714285714285715,-0.25,26.964038243075642,-103975.0,-1054396.6,71.27,71.75999999999998,72.47999999999998,72.96999999999998,70.55,70.06,69.34,-0.030170648464163737,-0.03517587939698478,0.36071032309759055,0.4701248812519196,1.256037419824822,1.4388719082743366,0.33016030353071874,0.4576028124642682,0.21487603305785652,0.0010927759469280672,0.00033453690550951445,0.02283216309663015,0.007575757575757569
66,66,66,2012-11-16,71.19,71.22,70.29,70.77,4858096,BA,0.2341854918963121,1.5163635784477254,0.07674632273358645,0.2720710159497044,0.07879174703324518,0.29749423932804303,-0.0055179090443787365,-729425.7396136776,71.47221496637762,71.65621414792355,627149.1200000122,0.9272351550744662,72.03,71.91749999999998,0.03217017925386756,0.11709577426022265,-0.08492559500635509,0.35714285714285715,-0.27000000000001023,26.954935260059408,-3129598.0,-1600392.9,70.75999999999998,71.22999999999998,71.68999999999998,72.15999999999997,70.29999999999998,69.83,69.36999999999999,-0.03962545799972862,-0.04699703743603567,0.2962039865978599,0.4266205418703746,1.3820094066250577,1.4166263668158519,0.3921498797732637,0.4631835692741966,0.5161290322580576,-4.446038233848813e-05,0.0003120708802427231,0.004838545503630356,0.007575757575757569
67,67,67,2012-11-19,71.49,72.08,71.08,71.96,3475812,BA,0.2309959729724964,1.4888467995711996,0.05779133539144333,0.5666229902081292,0.07272446558185032,0.5301620221101063,0.003411412147023007,589879.3147846704,71.63480997758526,71.68517821072919,-416471.11999999435,0.9599020434540712,71.684,71.80249999999998,0.05372503583339494,0.10442093649104968,-0.05069590065765474,0.42857142857142855,1.1899999999999975,26.92253372559637,-3733941.6,-1597311.0,71.70666666666666,72.33333333333333,72.70666666666666,73.33333333333333,71.33333333333333,70.70666666666666,70.33333333333333,-0.019083969465648932,-0.0276989596000542,0.5110539057042723,0.5189539797156405,1.0356785215500557,1.3054496099852018,0.5547665865156801,0.5029243840469759,0.8799999999999955,-0.00029287527167685766,0.0002948479797591301,0.008821274436525067,0.015151515151515138
68,68,68,2012-11-20,71.87,72.8,71.79,72.54,3160944,BA,0.2341906054999673,1.4249972714745482,0.04032861216427154,0.8536383773473379,0.06762724042814945,0.6671877341196011,0.008598718692040656,723395.6747077126,71.93653998505705,71.76667146583758,-3003959.0400000177,1.1397338308616092,71.52,71.72899999999997,0.1160543681521915,0.10674772416917484,0.009306643983016684,0.5,0.5800000000000125,26.787828962785767,-1642798.0,-1168866.35,72.37666666666667,72.96333333333331,73.38666666666667,73.97333333333331,71.95333333333333,71.36666666666667,70.94333333333334,0.017534015991022583,-0.015739484396200768,0.6399005103960915,0.5850660239415802,0.7210755854971749,1.2127085821676824,0.6173691434857475,0.5257710738635896,0.7425742574257492,9.614496736480417e-05,0.0002889543368330261,0.02039699986548801,0.02272727272727271
69,69,69,2012-11-21,72.54,73.86,72.39,73.15,3119793,BA,0.2372308372548313,1.4309979030982427,0.05558251178790785,0.8148197043322514,0.06533676261275433,0.8091951312000697,0.02296538606889736,258076.4193540098,72.3410266567049,71.89853658550655,-423662.61000000406,1.4397085637385418,71.892,71.70149999999998,0.21201573036384505,0.12780205904460476,0.08421367131924026,0.5,0.6099999999999994,26.75961358099939,193991.0,-791862.3,73.13333333333334,73.8766666666667,74.60333333333334,75.34666666666669,72.4066666666667,71.66333333333334,70.9366666666667,0.02970157657657656,0.004531722054380837,0.7666452696490803,0.6651384934500062,0.9989844843640676,1.1711859711196009,0.5839150298975133,0.5249356239798665,0.5170068027210923,0.0008843443938183742,0.0002988597906416209,0.0381679545518447,0.03030303030303028
70,70,70,2012-11-23,73.35,73.75,73.08,73.74,1579122,BA,0.2432961400924384,1.3295275910369524,0.0631048672423804,0.7861636123361118,0.06878684757394322,0.9037254715605528,0.03445880104781013,497942.3597028173,72.80735110447006,72.0740580215315,-1898186.399999982,1.6433691669886126,72.43199999999999,71.74749999999997,0.3316577555949181,0.16857433491983675,0.1630834206750813,0.5714285714285714,0.5899999999999892,26.597670509346194,1295515.0,-485653.55,73.52333333333333,73.96666666666665,74.19333333333331,74.63666666666666,73.29666666666667,72.85333333333331,72.62666666666667,0.04196693514200931,0.014165864392793303,0.7666452696490803,0.6651384934500061,1.1427029360250245,1.2338210865778725,0.7176348955536056,0.5687943604184704,0.9850746268656642,0.0018564263974458893,0.00032711631467631134,0.0603911824601272,0.0378787878787879
