,Unnamed: 0,Date,Open,High,Low,Close,Volume,Name,ADX_14_50,ATR_14,BollingerB_5,Bollinger%b_5,BollingerB_20,Bollinger%b_20,Copp_10,Chaikin,EMA_5,EMA_20,Force_2,KST_10_10_10_15_10_15_20_30,MA_5,MA_20,MACD_12_26,MACDsign_12_26,MACDdiff_12_26,MFI_14,Momentum_1,Mass Index,OBV_5,OBV_20,PP,R1,R2,R3,S1,S2,S3,ROC_5,ROC_20,RSI_6,RSI_12,STD_5,STD_20,SO%d_5,SO%d_20,SO%k,Trix_5,Trix_20,TSI_25_13
61,61,2012-11-09,43.3,44.19,43.22,43.85,890710,EW,0.4312928783986337,1.1955233205266238,0.0622160580455205,0.3417595379257303,0.0560174030277446,0.5709134605082287,-0.018257834734179,-250706.7616688888,43.980607874270184,44.82108905516033,581600.9999999981,-13.403644333166136,44.286,43.67650000000002,-1.2483623127016088,-1.5820275128079122,0.3336652001063034,0.5714285714285714,0.5300000000000011,25.339486001096606,186522.4,144428.2,43.75333333333333,44.28666666666666,44.72333333333333,45.25666666666666,43.31666666666666,42.78333333333333,42.34666666666666,-0.0190156599552573,0.017637502900905034,0.3313969493935774,0.3638472539007372,0.6888250866509802,0.611661025835322,0.5200234428046709,0.5695894535150684,0.6494845360824776,0.0008451369646284707,-0.004518603869701521,-0.25607808554194
62,62,2012-11-12,43.93,43.94,43.04,43.33,831340,EW,0.4212285504708992,1.1561154218990524,0.06839126930446099,0.2734246777776905,0.055101383713704113,0.3510777733571709,-0.01535445058877806,-285312.086141994,43.76373858284503,44.67882069565685,-3517.7199999993,-12.29940585968914,44.012,43.68850000000002,-1.2193020604858162,-1.5094703667197589,0.29016830623394263,0.5714285714285714,-0.5200000000000031,25.303260201777423,-274216.4,241980.8,43.43666666666667,43.83333333333334,44.33666666666666,44.73333333333333,42.933333333333344,42.53666666666667,42.033333333333346,-0.037538871612616716,-0.005051664753157265,0.28145855258840674,0.3399987668392038,0.7525091361569844,0.6018242005940407,0.4540897026099899,0.5459875565866735,0.3222222222222218,-0.0001315222946077062,-0.004449083954081589,-0.25341274701804123
63,63,2012-11-13,43.2,44.23,42.92,43.88,1598138,EW,0.4152532193768111,1.1766355269383508,0.04582745767641956,0.5478442810532907,0.05512876407685762,0.5726321111847413,-0.005539435877721799,57300.5116242159,43.802492388563564,44.60261659118672,21222.840000000804,-11.207558676275546,43.784,43.70500000000003,-1.1390472884058551,-1.4353759022133226,0.2963286138074672,0.6428571428571429,0.5500000000000043,25.333475362945077,-251842.8,183521.2,43.67666666666667,44.43333333333334,44.98666666666666,45.74333333333333,43.12333333333334,42.36666666666667,41.81333333333335,-0.014818140996856681,0.005499541704857974,0.4637314026914758,0.41322841773657204,0.5016273517260885,0.6023506584947659,0.5470012775674655,0.5638110012043575,0.7328244274809194,-0.0004527791952686495,-0.004367991630313535,-0.2406143719578204
64,64,2012-11-14,43.12,43.68,42.61,42.8,2136534,EW,0.4115874072814358,1.1890852597854775,0.04112495270433024,0.14395746896008205,0.058218155796286475,0.16050078079038035,-0.008435994668425652,-482909.6121301963,43.46832825904118,44.430681725462826,-691752.8200000015,-10.830193374072467,43.43599999999999,43.66300000000002,-1.148797121443188,-1.3780540505544965,0.22925692911130824,0.6428571428571429,-1.0800000000000054,25.37568255121241,-332427.6,-28938.6,43.03,43.44999999999999,44.1,44.51999999999999,42.37999999999999,41.96,41.30999999999999,-0.01200369344413673,-0.03560162235241112,0.3361270783744805,0.3624268674956079,0.446575861416322,0.6354948341333144,0.42385754953051663,0.5269710658930264,0.17757009345794175,-0.0013905187177424255,-0.004297571629918345,-0.2429745394228449
65,65,2012-11-15,42.68,43.22,42.43,43.14,2533376,EW,0.399845856973476,1.135869681864084,0.04286952895686811,0.3602554411977409,0.05708225307232352,0.3147733941312548,-0.011064860551348829,421193.6216819434,43.3588855060272,44.30759313038077,-692076.1200000019,-10.394587707440287,43.4,43.60100000000002,-1.1163657560049174,-1.325711938870167,0.20934618286524964,0.5714285714285714,0.3400000000000034,25.1234448152438,410870.0,11867.5,42.93000000000001,43.43000000000002,43.72000000000001,44.22000000000001,42.640000000000015,42.14000000000001,41.850000000000016,-0.016191562143671626,-0.01731207289293845,0.27468421622999906,0.3342304293668366,0.465134389182019,0.6222108290515949,0.5821497587591197,0.5624250420152755,0.8987341772151919,-0.0019321421278858215,-0.0042266823414416396,-0.23824788286261245
66,66,2012-11-16,43.3,43.62,42.75,42.87,2539506,EW,0.3953052257970777,1.100417960270046,0.04013600025712388,0.30738574794898016,0.0586524658813367,0.23397649430052345,-0.0163620775467495,-475175.3306032154,43.195923670684536,44.17051170464464,28208.040000000117,-10.26814198445612,43.20399999999999,43.549500000000016,-1.0996484705510101,-1.2804961679804274,0.18084769742941756,0.5714285714285714,-0.2700000000000031,24.72213970168381,-275173.2,-25231.2,43.08000000000001,43.41000000000001,43.95,44.28000000000001,42.540000000000006,42.21000000000001,41.670000000000016,-0.010616201246249731,-0.011528706479133042,0.5376326614710037,0.4471824144814697,0.4335089387771951,0.6385713907248185,0.4340768506667628,0.5219474948294532,0.1379310344827561,-0.0023745774092144645,-0.0041588990561063155,-0.237681535122913
67,67,2012-11-19,43.08,43.19,42.22,42.52,3237668,EW,0.3909879265454472,1.0830278655582144,0.04812072407062254,0.24797367520960295,0.06235343583657212,0.13617073788119718,-0.026023191717529544,-606503.0420675837,42.970615780456136,44.01314583540486,-436661.0399999982,-10.311191647419989,43.04200000000001,43.50700000000002,-1.1017919450581957,-1.2447533773733592,0.14296143231516334,0.5,-0.3499999999999943,24.41929959807131,-756438.8,-89137.3,42.643333333333345,43.06666666666668,43.61333333333334,44.036666666666676,42.09666666666668,41.673333333333346,41.12666666666668,-0.030993618960802174,-0.012769909449732927,0.32145596319778497,0.353317784871568,0.5178030513619339,0.6782027332354362,0.3924773506162873,0.501670834772289,0.30927835051546865,-0.002884212132965939,-0.004098355816704664,-0.2415473544610999
68,68,2012-11-20,42.58,43.02,42.29,42.59,2966948,EW,0.3932388177362797,1.035955059305684,0.022982903992696736,0.3027052896956865,0.06462640627576634,0.1822233715833509,-0.036047720159468284,-380255.86059621297,42.84374385363733,43.87747219198961,-119683.75999999745,-10.265188280050884,42.784000000000006,43.48300000000002,-1.0853474804416765,-1.2128708093053298,0.12752332886365347,0.5,0.07000000000000027,24.22359216526934,-482676.8,351209.9,42.63333333333333,42.97666666666667,43.36333333333334,43.70666666666667,42.246666666666655,41.90333333333333,41.51666666666666,-0.004906542056074621,-0.015487748497457113,0.32145596319778497,0.3533177848715681,0.24582514110588435,0.7025375060222872,0.3986378684473934,0.4930229380999582,0.4109589041095926,-0.003119399752816573,-0.004039975031666952,-0.2432956381397595
69,69,2012-11-21,42.45,42.58,41.7,41.85,2017198,EW,0.3844602025312799,1.016493516123639,0.04536248684784208,0.11494066745310735,0.07290441213547874,0.006313311476294561,-0.04904396525734833,-508044.71379061,42.512495902424725,43.6842043914493,817714.900000002,-10.847977977976553,42.594000000000015,43.412500000000016,-1.118867671043219,-1.194069526523819,0.07520185548059999,0.42857142857142855,-0.7400000000000021,24.117308922853432,-458809.6,33848.2,42.04333333333333,42.386666666666656,42.92333333333333,43.26666666666665,41.50666666666665,41.16333333333333,40.626666666666665,-0.029902642559109856,-0.015988713849047726,0.1712317858300239,0.26638184507680457,0.4830424411992465,0.7912406979578681,0.3225767607830746,0.4622742629680798,0.17045454545454472,-0.0037301368339076983,-0.00399545027672677,-0.254229107388752
70,70,2012-11-23,42.2,43.1,42.16,42.8,1243878,EW,0.3766346259683321,1.0476289183248857,0.03804844582006986,0.6693398248729717,0.07162313195099147,0.2987336377137655,-0.050037668750560885,52046.05644393951,42.60833060161652,43.59992532117006,-361844.6999999893,-10.253281803863413,42.526000000000025,43.426000000000016,-1.0568846427271197,-1.1666317849118737,0.1097471421847538,0.42857142857142855,0.9499999999999956,24.106451700733338,-716709.2,245364.8,42.68666666666667,43.21333333333334,43.62666666666666,44.15333333333334,42.27333333333333,41.746666666666655,41.33333333333333,-0.0016328434802892536,-0.007190906982138767,0.4743421870233976,0.41604509294793657,0.40451205173607296,0.7775765320259393,0.4420015284653488,0.4831081897607756,0.6808510638297843,-0.003350072901402646,-0.003940940936816947,-0.2427429333774792
